filename,natural_light,artificial_light
1271.jpg,1,0
1272.jpg,1,0
1273.jpg,1,0
1274.jpg,1,0
1275.jpg,0,1
1276.jpg,1,0
1277.jpg,1,0
1278.jpg,0,1
1279.jpg,1,0
1280.jpg,1,0
1281.jpg,1,0
1282.jpg,1,0
1283.jpg,0,1
1284.jpg,1,0
1285.jpg,1,0
1286.jpg,1,0
1287.jpg,1,0
1288.jpg,1,0
1289.jpg,1,0
1290.jpg,1,0
1291.jpg,1,0
1292.jpg,1,0
1293.jpg,1,0
1294.jpg,1,0
1295.jpg,1,0
1296.jpg,1,0
1297.jpg,1,0
1298.jpg,1,0
1299.jpg,1,0
1300.jpg,1,0
