filename,rule_of_thirds,leading_lines,framing,symmetry,patterns,golden_ratio,layers,negative_space,fill_the_frame
0556.jpg,0,0,0,0,1,0,0,0,0
0557.jpg,0,0,0,0,1,0,0,0,1
0558.jpg,0,0,0,0,1,0,0,0,0
0559.jpg,0,0,0,0,1,0,0,0,0
0560.jpg,0,0,0,0,1,0,0,0,0
0561.jpg,0,0,0,0,1,0,0,0,0
0562.jpg,0,0,0,0,1,0,0,0,1
0563.jpg,0,0,0,0,1,0,0,0,0
0564.jpg,0,0,0,0,1,0,0,0,0
0565.jpg,0,0,0,1,1,0,0,0,1
0566.jpg,0,0,0,0,1,0,0,0,1
0567.jpg,0,0,0,0,1,0,0,0,0
0568.jpg,0,0,0,0,1,0,0,0,1
0569.jpg,0,0,0,0,1,0,0,0,0
0570.jpg,0,0,0,1,1,0,0,0,1
0571.jpg,0,0,0,0,1,0,0,0,0
0572.jpg,1,0,0,0,1,0,0,0,0
0573.jpg,0,0,0,0,1,0,0,0,0
0574.jpg,0,1,0,0,1,0,0,0,0
0575.jpg,0,1,0,1,1,0,0,0,0
0576.jpg,0,0,0,0,1,0,0,0,0
0577.jpg,0,0,0,0,1,0,0,0,0
0578.jpg,0,0,0,0,1,0,0,0,0
0579.jpg,0,0,0,0,1,0,0,0,0
0580.jpg,0,0,0,0,1,0,0,0,0
0581.jpg,0,0,0,0,1,0,0,0,0
0582.jpg,0,0,0,0,1,0,0,0,0
0583.jpg,0,0,0,0,1,0,0,0,0
0584.jpg,0,0,0,0,1,0,0,0,0
0585.jpg,0,0,0,0,1,0,0,0,0
0586.jpg,0,0,0,0,1,0,0,0,0
0587.jpg,0,0,0,0,1,0,0,0,0
0588.jpg,0,0,0,0,1,0,0,0,0
0589.jpg,0,0,0,0,1,0,0,0,0
0590.jpg,0,0,0,0,1,0,0,0,0
0591.jpg,0,0,0,0,1,0,0,0,1
0592.jpg,0,0,0,0,1,0,0,0,0
0593.jpg,0,1,1,0,1,0,0,0,0
0594.jpg,0,0,0,0,1,0,0,0,1
0595.jpg,0,0,0,1,1,0,0,0,1
0596.jpg,0,0,0,0,1,0,0,0,1
0597.jpg,0,0,0,0,1,0,0,0,0
0598.jpg,0,0,1,0,1,0,0,0,0
0599.jpg,0,0,0,0,1,0,0,0,0
0600.jpg,0,0,0,0,1,0,0,0,1
0601.jpg,0,0,0,0,1,1,0,0,0
0602.jpg,0,0,0,0,1,1,0,0,1
0603.jpg,0,0,0,0,1,1,0,0,0
0604.jpg,0,0,0,0,1,1,0,0,0
0605.jpg,0,0,0,0,0,1,0,0,0
0606.jpg,0,0,0,0,0,1,0,0,0
0607.jpg,0,0,0,0,0,1,0,0,0
0608.jpg,1,0,0,0,0,1,0,0,0
0609.jpg,0,0,0,0,1,1,0,0,0
0610.jpg,0,0,0,0,0,1,0,1,0
0611.jpg,0,0,0,0,0,1,0,0,0
0612.jpg,0,0,0,1,1,1,0,0,0
0613.jpg,0,0,0,0,1,1,0,0,0
0614.jpg,0,0,0,0,1,1,0,0,0
0615.jpg,0,0,0,0,0,1,0,0,0
0616.jpg,0,0,0,0,0,1,0,0,0
0617.jpg,0,0,0,0,0,1,0,0,0
0618.jpg,0,0,0,0,1,1,0,0,1
0619.jpg,0,0,0,1,1,1,0,0,1
0620.jpg,0,0,0,0,1,1,0,0,0
0621.jpg,0,0,0,0,1,1,0,0,0
0622.jpg,1,0,0,0,0,1,0,0,0
0623.jpg,0,0,0,0,0,1,0,0,1
0624.jpg,0,0,0,0,0,1,0,0,1
0625.jpg,0,0,0,0,0,1,0,0,0
0626.jpg,0,0,0,0,1,1,0,0,0
0627.jpg,1,0,0,0,0,1,0,0,0
0628.jpg,0,0,0,0,1,1,0,0,0
0629.jpg,0,0,0,0,1,1,0,0,1
0630.jpg,0,0,0,0,1,1,0,0,0
0631.jpg,0,0,0,0,1,1,0,0,0
0632.jpg,1,0,0,0,1,1,0,0,0
0633.jpg,0,0,0,0,0,1,0,0,0
0634.jpg,0,0,0,0,0,1,0,0,0
0635.jpg,0,0,0,0,0,1,0,0,0
0636.jpg,0,0,0,0,0,1,0,0,0
0637.jpg,0,0,0,0,0,1,0,0,0
0638.jpg,0,0,0,1,1,1,0,0,1
0639.jpg,0,0,0,0,0,1,0,0,0
0640.jpg,0,0,0,0,0,1,0,0,0
0641.jpg,1,0,0,0,0,1,0,0,0
0642.jpg,0,0,0,1,1,1,0,0,0
0643.jpg,1,0,0,0,1,1,0,0,0
0644.jpg,0,0,0,0,1,1,0,0,1
0645.jpg,0,0,0,0,0,1,0,0,0
0646.jpg,0,0,1,0,0,1,0,0,0
0647.jpg,0,0,0,0,1,1,0,0,1
0648.jpg,0,0,0,0,1,1,0,0,1
0649.jpg,0,0,0,0,1,1,0,0,0
0650.jpg,0,0,0,0,1,1,0,0,0
0651.jpg,0,0,0,1,1,0,0,0,0
0652.jpg,0,0,0,1,0,0,0,0,0
0653.jpg,0,0,1,1,0,0,0,0,1
0654.jpg,0,0,0,1,0,0,0,0,0
0655.jpg,0,0,0,0,1,0,0,0,0
0656.jpg,0,0,0,1,1,0,0,0,0
0657.jpg,0,0,0,1,1,0,0,0,0
0658.jpg,0,0,0,1,1,1,0,0,0
0659.jpg,1,0,0,0,0,0,0,0,0
0660.jpg,0,0,0,0,0,0,0,0,0
0661.jpg,1,0,0,0,1,0,0,0,0
0662.jpg,0,0,0,1,1,0,0,0,0
0663.jpg,0,0,0,1,0,0,0,0,0
0664.jpg,0,0,0,1,0,0,0,0,0
0665.jpg,1,0,0,0,0,0,0,0,0
0666.jpg,1,0,0,0,0,0,1,0,0
0667.jpg,0,0,0,0,0,0,0,0,0
0668.jpg,1,0,0,0,0,0,0,0,0
0669.jpg,0,0,0,0,0,0,0,0,0
0670.jpg,1,0,0,0,0,0,0,0,0
0671.jpg,0,0,0,1,0,0,0,0,0
0672.jpg,1,0,0,0,0,0,0,0,0
0673.jpg,1,0,0,0,0,0,0,0,0
0674.jpg,0,1,0,1,0,0,0,0,0
0675.jpg,1,0,0,0,0,0,1,0,0
0676.jpg,1,0,0,0,0,0,1,0,0
0677.jpg,1,0,0,0,0,0,1,0,0
0678.jpg,1,0,0,0,0,0,1,0,0
0679.jpg,1,0,0,0,0,0,1,0,0
0680.jpg,0,0,0,0,0,0,0,1,0
0681.jpg,0,1,0,0,0,0,0,0,0
0682.jpg,0,0,1,0,0,0,0,0,0
0683.jpg,1,0,0,0,0,0,0,0,0
0684.jpg,0,0,0,1,0,0,0,1,0
0685.jpg,0,1,0,0,0,0,0,0,0
0686.jpg,1,0,0,0,0,0,0,0,0
0687.jpg,1,0,0,0,0,0,1,0,0
0688.jpg,1,0,0,0,0,0,0,0,0
0689.jpg,1,0,0,0,0,0,0,0,0
0690.jpg,1,0,0,0,0,0,0,0,0
0691.jpg,0,0,0,1,0,0,0,0,0
0692.jpg,0,0,0,0,0,0,0,0,0
0693.jpg,0,0,0,1,0,0,0,0,0
0694.jpg,1,0,0,0,0,0,0,0,0
0695.jpg,1,0,0,0,0,0,0,0,0
0696.jpg,1,0,0,0,0,0,1,0,0
0697.jpg,0,0,0,0,0,0,1,0,0
0698.jpg,0,1,0,0,0,0,0,0,0
0699.jpg,1,0,0,0,0,0,0,0,0
0700.jpg,1,0,0,0,0,0,0,0,0
0701.jpg,1,0,0,0,0,0,1,0,0
0702.jpg,0,0,0,0,0,0,1,0,0
0703.jpg,1,0,0,0,0,0,1,0,0
0704.jpg,1,0,0,0,0,0,1,0,0
0705.jpg,0,0,0,0,0,0,1,0,0
0706.jpg,1,0,0,0,0,0,1,0,0
0707.jpg,0,1,0,0,0,0,1,0,0
0708.jpg,0,0,0,0,0,0,1,0,0
0709.jpg,0,0,0,0,0,0,1,0,0
0710.jpg,1,1,0,0,0,0,1,0,0
0711.jpg,1,0,1,0,0,0,1,0,0
0712.jpg,0,0,0,0,0,0,1,0,0
0713.jpg,1,0,1,0,0,0,1,0,0
0714.jpg,1,0,0,0,0,0,1,0,0
0715.jpg,0,1,1,0,0,0,1,0,0
0716.jpg,0,1,1,0,0,0,1,0,0
0717.jpg,1,0,1,0,0,0,1,0,0
0718.jpg,1,0,1,0,0,0,1,0,0
0719.jpg,0,0,1,0,0,0,1,0,0
0720.jpg,0,1,0,0,0,0,1,0,0
0721.jpg,0,0,1,0,0,0,1,0,0
0722.jpg,0,1,1,0,0,0,1,0,0
0723.jpg,1,0,0,0,0,0,1,0,0
0724.jpg,1,0,0,0,0,0,1,0,0
0725.jpg,0,1,0,0,0,0,1,0,0
0726.jpg,0,0,0,0,0,0,1,0,0
0727.jpg,1,0,0,0,0,0,1,0,0
0728.jpg,0,0,0,0,0,0,1,0,0
0729.jpg,0,1,1,0,0,0,1,0,0
0730.jpg,0,0,1,0,0,0,1,0,0
0731.jpg,0,1,1,0,0,0,1,0,0
0732.jpg,0,0,0,0,0,0,1,0,0
0733.jpg,1,0,0,0,0,0,1,0,0
0734.jpg,0,0,1,0,0,0,1,0,0
0735.jpg,1,0,0,0,0,0,1,0,0
0736.jpg,0,1,0,0,0,0,1,0,0
0737.jpg,0,0,1,0,0,0,1,0,0
0738.jpg,0,0,1,0,0,0,1,1,0
0739.jpg,0,0,1,0,0,0,1,0,0
0740.jpg,0,0,0,0,0,0,1,0,0
0741.jpg,0,0,0,0,1,0,1,0,0
0742.jpg,1,0,0,0,0,0,1,0,0
0743.jpg,0,0,0,0,1,0,1,0,0
0744.jpg,0,1,0,0,0,0,1,0,0
0745.jpg,1,0,0,0,0,0,1,0,0
0746.jpg,0,0,0,0,0,0,1,0,0
0747.jpg,0,1,0,0,0,0,1,0,0
0748.jpg,1,0,1,0,0,0,1,0,0
0749.jpg,1,0,0,0,0,0,1,0,0
0750.jpg,0,1,0,0,0,0,1,0,0
0751.jpg,1,0,0,0,0,0,0,1,0
0752.jpg,0,0,0,0,0,0,0,1,0
0753.jpg,0,0,0,0,0,0,0,1,0
0754.jpg,0,0,0,0,1,0,0,1,0
0755.jpg,0,0,0,0,1,0,0,0,0
0756.jpg,0,0,0,0,1,0,0,1,0
0757.jpg,0,0,0,0,0,0,0,1,0
0758.jpg,0,0,0,0,1,0,0,1,0
0759.jpg,0,0,0,0,0,0,0,1,0
0760.jpg,0,0,0,0,0,0,0,1,0
0761.jpg,0,0,0,0,1,0,0,1,0
0762.jpg,0,0,0,0,0,0,0,1,0
0763.jpg,0,0,0,0,1,0,0,1,0
0764.jpg,0,0,0,0,0,0,0,1,0
0765.jpg,1,0,0,0,0,0,0,1,0
0766.jpg,0,0,0,0,0,0,0,1,0
0767.jpg,1,0,0,0,1,0,0,1,0
0768.jpg,1,0,0,0,0,0,0,1,0
0769.jpg,0,0,0,1,1,0,0,1,0
0770.jpg,1,0,0,0,0,0,0,1,0
0771.jpg,1,0,0,0,0,0,0,1,0
0772.jpg,1,0,0,0,0,0,0,1,0
0773.jpg,0,0,0,0,0,0,0,1,0
0774.jpg,0,0,0,0,0,0,0,1,0
0775.jpg,0,0,0,0,0,0,0,1,0
0776.jpg,0,0,0,0,0,0,0,1,0
0777.jpg,0,0,0,0,0,0,0,1,0
0778.jpg,0,0,0,0,1,0,0,1,0
0779.jpg,1,0,0,0,1,0,0,1,0
0780.jpg,0,0,0,0,0,0,0,1,0
0781.jpg,0,0,0,0,1,0,0,1,0
0782.jpg,0,0,0,0,0,0,0,1,0
0783.jpg,0,0,0,0,0,0,0,1,0
0784.jpg,0,0,0,0,0,0,0,1,0
0785.jpg,0,0,0,0,0,0,0,1,0
0786.jpg,1,0,0,0,1,0,0,1,0
0787.jpg,1,0,0,0,1,0,0,1,0
0788.jpg,0,0,0,0,0,0,0,1,0
0789.jpg,0,0,0,0,1,0,0,1,0
0790.jpg,1,0,0,0,0,0,0,1,0
0791.jpg,0,0,0,0,0,0,0,1,0
0792.jpg,1,0,0,0,1,0,0,1,0
0793.jpg,1,0,0,0,1,0,0,1,0
0794.jpg,1,0,0,0,0,0,0,1,0
0795.jpg,1,0,0,0,1,0,0,1,0
0796.jpg,0,0,0,1,1,0,0,1,0
0797.jpg,0,1,0,0,1,0,0,1,0
0798.jpg,0,1,0,0,0,0,0,1,0
0799.jpg,1,0,0,0,1,0,0,1,0
0800.jpg,0,0,0,0,0,0,0,1,0
0801.jpg,0,0,0,0,0,0,0,0,1
0802.jpg,0,0,0,0,1,0,0,0,1
0803.jpg,0,0,0,0,1,0,0,0,1
0804.jpg,0,0,0,0,1,0,0,0,1
0805.jpg,0,0,0,0,0,0,0,0,1
0806.jpg,0,0,0,0,1,0,0,0,1
0807.jpg,0,0,0,0,0,0,0,0,1
0808.jpg,0,0,0,0,1,0,0,0,1
0809.jpg,0,0,0,0,1,0,0,0,1
0810.jpg,0,0,0,0,1,0,0,0,1
0811.jpg,0,0,0,0,1,0,0,0,1
0812.jpg,0,0,0,0,1,0,0,0,1
0813.jpg,0,0,0,0,1,0,0,0,1
0814.jpg,0,0,0,0,0,0,0,0,1
0815.jpg,0,0,0,0,1,0,0,0,1
0816.jpg,0,0,0,0,0,0,0,0,1
0817.jpg,0,0,0,0,0,0,0,0,1
0818.jpg,0,0,0,0,1,0,0,0,1
0819.jpg,0,0,0,0,0,0,0,0,1
0820.jpg,0,0,0,0,0,0,0,0,1
0821.jpg,0,0,0,0,0,0,0,0,1
0822.jpg,0,0,0,0,1,0,0,0,1
0823.jpg,0,0,0,0,0,0,0,0,1
0824.jpg,0,0,0,0,0,0,0,0,1
0825.jpg,0,0,0,0,1,0,0,0,1
0826.jpg,0,0,0,0,1,0,0,0,1
0827.jpg,0,0,0,0,0,0,0,0,1
0828.jpg,0,0,0,0,1,0,0,0,1
0829.jpg,0,0,0,0,0,0,0,0,1
0830.jpg,0,0,0,0,0,0,0,0,1
0831.jpg,0,0,0,0,0,0,0,0,1
0832.jpg,0,0,0,0,1,0,0,0,1
0833.jpg,0,0,0,0,1,0,0,0,1
0834.jpg,0,0,0,0,0,0,0,0,1
0835.jpg,0,0,0,0,0,0,0,0,1
0836.jpg,0,0,0,0,1,0,0,0,1
0837.jpg,0,0,0,0,0,0,0,0,1
0838.jpg,0,0,0,0,0,0,0,0,1
0839.jpg,0,0,0,0,0,0,0,0,1
0840.jpg,0,0,0,0,0,0,0,0,1
0841.jpg,0,0,0,0,0,0,0,0,1
0842.jpg,0,0,0,0,0,0,0,0,1
0843.jpg,0,0,0,0,0,0,0,0,1
0844.jpg,0,0,0,0,0,0,0,0,1
0845.jpg,0,0,0,0,1,0,0,0,1
0846.jpg,0,0,0,0,0,0,0,0,1
0847.jpg,0,0,0,0,0,0,0,0,1
0848.jpg,0,0,0,0,0,0,0,0,1
0849.jpg,0,0,0,0,1,0,0,0,1
0850.jpg,0,0,0,0,0,0,0,0,1
0851.jpg,1,0,0,0,0,0,0,0,1
0852.jpg,0,0,0,0,0,0,0,0,1
0853.jpg,1,0,0,0,0,0,0,0,0
0854.jpg,0,0,0,0,0,0,0,0,0
0855.jpg,0,0,0,0,1,0,0,0,0
0856.jpg,0,0,0,0,1,1,0,0,0
0857.jpg,0,0,0,0,0,0,0,0,0
0858.jpg,0,0,0,0,0,0,0,0,0
0859.jpg,0,0,0,0,0,0,0,1,0
0860.jpg,0,0,0,0,0,0,0,0,0
0861.jpg,0,0,0,0,0,0,1,0,0
0862.jpg,0,0,0,0,0,0,0,0,0
0863.jpg,0,0,0,0,0,0,0,1,0
0864.jpg,0,1,0,0,0,0,0,1,0
0865.jpg,0,0,0,0,1,0,0,0,0
0866.jpg,0,0,0,0,0,0,0,0,0
0867.jpg,1,0,0,0,0,0,0,1,0
0868.jpg,0,0,0,0,0,0,0,0,0
0869.jpg,0,0,0,0,1,0,0,1,0
0870.jpg,0,0,0,0,0,0,0,1,0
0871.jpg,0,0,0,0,1,0,0,0,0
0872.jpg,0,0,0,0,0,0,0,1,0
0873.jpg,0,0,0,0,0,0,0,1,0
0874.jpg,0,0,0,0,0,0,0,0,0
0875.jpg,0,0,0,0,0,0,0,1,0
0876.jpg,0,0,0,0,0,0,0,1,0
0877.jpg,0,0,0,0,0,0,0,1,0
0878.jpg,0,0,0,0,0,0,0,1,0
0879.jpg,0,0,0,0,0,0,0,1,0
0880.jpg,0,0,0,0,0,0,0,0,0
0881.jpg,0,1,0,0,0,0,0,0,0
0882.jpg,1,0,0,0,0,0,0,0,0
0883.jpg,0,0,0,0,0,0,0,0,0
0884.jpg,0,1,0,0,0,0,0,1,0
0885.jpg,0,0,0,0,0,0,0,0,0
0886.jpg,0,0,0,0,0,0,0,1,0
0887.jpg,0,0,0,0,0,0,0,1,0
0888.jpg,0,0,0,0,0,0,0,1,0
0889.jpg,0,0,0,0,0,0,0,1,0
0890.jpg,0,0,0,0,0,0,0,1,0
0891.jpg,0,0,0,0,0,0,0,1,0
0892.jpg,1,0,0,0,0,0,0,1,0
0893.jpg,0,0,0,0,0,0,0,0,0
0894.jpg,0,0,0,0,0,0,1,0,0
0895.jpg,0,0,0,0,1,0,0,0,0
0896.jpg,0,0,0,1,0,0,0,1,0
0897.jpg,0,0,0,0,0,0,0,1,0
0898.jpg,1,0,0,0,0,0,0,1,0
0899.jpg,0,0,1,0,0,0,0,1,0
0900.jpg,0,0,0,0,1,0,0,0,0
0901.jpg,0,0,0,0,0,0,0,0,0
0902.jpg,0,1,0,0,0,0,0,0,0
0903.jpg,0,1,0,0,0,0,0,0,0
0904.jpg,0,0,0,0,0,0,0,0,0
0905.jpg,0,1,0,0,0,0,0,0,0
0906.jpg,0,0,0,0,0,0,0,0,0
0907.jpg,0,0,0,0,0,0,0,0,0
0908.jpg,0,1,0,0,1,0,0,0,0
0909.jpg,1,0,0,0,0,0,0,1,0
0910.jpg,0,0,0,0,0,0,0,0,0
0911.jpg,0,0,0,0,0,0,0,0,0
0912.jpg,0,0,0,0,0,0,0,0,0
0913.jpg,0,0,1,0,0,0,0,0,0
0914.jpg,0,0,1,0,0,0,0,0,0
0915.jpg,0,0,0,0,1,0,0,0,0
0916.jpg,0,0,0,0,1,0,0,0,0
0917.jpg,0,0,0,0,0,0,0,0,0
0918.jpg,0,0,0,0,0,0,0,0,0
0919.jpg,0,0,0,0,0,0,0,0,0
0920.jpg,0,0,0,0,0,0,0,0,0
0921.jpg,0,0,0,0,1,0,0,0,0
0922.jpg,0,0,0,0,0,0,0,0,0
0923.jpg,0,0,0,0,1,0,0,0,0
0924.jpg,0,0,0,0,0,0,0,0,0
0925.jpg,1,0,0,0,0,0,0,0,0
0926.jpg,1,0,0,0,0,0,0,0,0
0927.jpg,0,0,0,0,0,0,0,0,0
0928.jpg,0,0,0,0,0,0,0,0,0
0929.jpg,0,0,0,0,1,0,0,0,0
0930.jpg,0,0,0,0,0,0,0,0,0
0931.jpg,0,0,0,0,0,0,0,0,0
0932.jpg,0,0,0,0,0,0,0,0,0
0933.jpg,0,0,0,0,0,0,0,0,0
0934.jpg,0,0,0,0,0,0,0,0,0
0935.jpg,0,0,0,0,0,0,0,0,0
0936.jpg,1,0,0,0,1,0,0,0,0
0937.jpg,0,0,0,0,0,0,0,0,0
0938.jpg,0,0,0,0,0,0,0,0,0
0939.jpg,0,0,0,0,0,0,0,0,0
0940.jpg,0,0,0,0,1,0,0,0,0
0941.jpg,0,0,0,0,0,0,0,0,0
0942.jpg,0,0,0,0,0,0,0,0,0
0943.jpg,1,0,0,0,1,0,0,0,0
0944.jpg,0,0,0,0,0,0,0,0,0
0945.jpg,0,0,0,0,1,0,0,0,0
0946.jpg,0,1,0,0,0,0,0,0,0
0947.jpg,0,0,0,0,1,0,0,0,0
0948.jpg,0,0,0,0,0,0,0,0,0
0949.jpg,0,0,1,0,0,0,0,0,0
0950.jpg,1,1,0,0,0,0,1,0,0
0951.jpg,0,0,0,0,1,0,0,0,0
0952.jpg,0,0,0,0,0,0,0,0,0
0953.jpg,0,0,0,0,0,0,0,0,0
0954.jpg,0,0,0,0,1,0,0,0,0
0955.jpg,0,0,0,0,0,0,0,0,0
0956.jpg,0,0,0,0,0,0,1,0,0
0957.jpg,0,0,0,0,0,0,0,1,0
0958.jpg,0,0,0,0,0,0,0,0,0
0959.jpg,0,0,1,0,0,0,0,0,0
0960.jpg,0,0,0,0,0,0,0,0,0
0961.jpg,1,0,0,0,0,0,0,0,0
0962.jpg,0,0,1,0,0,0,0,0,0
0963.jpg,0,0,0,0,0,0,0,0,0
0964.jpg,0,1,0,0,0,0,0,0,0
0965.jpg,0,0,0,0,0,0,0,0,0
0966.jpg,0,0,0,0,0,0,0,0,0
0967.jpg,0,0,0,0,0,0,0,0,0
0968.jpg,0,0,0,0,1,0,0,0,0
0969.jpg,1,1,1,0,1,0,0,0,0
0970.jpg,1,1,0,0,0,0,1,0,0
0971.jpg,1,0,0,0,0,0,1,0,0
0972.jpg,0,0,0,0,0,0,0,0,0
0973.jpg,1,0,0,0,0,0,0,0,0
0974.jpg,1,1,0,0,0,0,0,0,0
0975.jpg,1,0,0,0,0,0,0,0,0
0976.jpg,0,0,0,0,0,0,0,0,0
0977.jpg,0,0,0,0,1,0,0,0,0
0978.jpg,0,0,0,0,1,0,0,0,0
0979.jpg,0,0,0,0,0,0,0,0,0
0980.jpg,0,0,0,0,0,0,0,0,0
0981.jpg,0,0,1,0,0,0,0,0,0
0982.jpg,0,0,1,0,0,0,0,0,0
0983.jpg,0,1,1,0,0,0,0,0,0
0984.jpg,0,0,0,0,1,0,0,0,0
0985.jpg,0,0,1,0,0,0,1,0,0
0986.jpg,0,1,0,0,0,0,0,0,0
0987.jpg,0,0,1,0,0,0,0,0,0
0988.jpg,0,0,1,0,0,0,0,0,0
0989.jpg,0,0,0,0,0,0,0,0,0
0990.jpg,1,1,0,0,0,0,0,0,0
0991.jpg,0,1,1,0,0,0,1,0,0
0992.jpg,0,1,0,0,0,0,0,0,0
0993.jpg,0,0,0,0,0,0,0,0,0
0994.jpg,0,0,0,1,0,0,0,0,0
0995.jpg,0,0,0,0,0,0,0,0,0
0996.jpg,0,0,1,0,0,0,0,0,0
0997.jpg,0,0,0,0,0,0,0,1,0
0998.jpg,0,0,1,0,0,0,0,0,0
0999.jpg,0,1,0,0,0,0,1,0,0
1000.jpg,0,0,0,0,0,0,0,0,0
1001.jpg,1,0,0,0,0,0,0,0,0
1002.jpg,0,0,0,0,0,0,0,0,0
1003.jpg,0,0,0,0,0,0,0,0,0
1004.jpg,0,0,0,0,0,0,0,0,0
1005.jpg,0,0,0,0,1,0,0,0,0
1006.jpg,0,0,0,0,0,0,0,0,0
1007.jpg,0,1,0,0,0,0,1,0,0
1008.jpg,0,0,0,0,0,0,0,0,0
1009.jpg,0,0,1,0,0,0,0,0,0
1010.jpg,0,1,1,0,0,0,0,0,0
1011.jpg,0,0,0,0,0,0,0,0,0
1012.jpg,0,0,0,0,0,0,0,0,0
1013.jpg,0,0,0,0,0,0,0,0,0
1014.jpg,0,0,0,0,0,0,0,0,0
1015.jpg,0,0,0,0,0,0,0,0,0
1016.jpg,0,0,0,0,1,0,0,0,0
1017.jpg,0,0,0,0,0,0,0,0,0
1018.jpg,1,0,0,0,0,0,0,0,0
1019.jpg,0,0,1,0,0,0,0,0,0
1020.jpg,1,0,0,0,0,0,0,0,0
1021.jpg,0,0,1,0,0,0,0,0,0
1022.jpg,0,0,0,0,0,0,0,0,0
1023.jpg,0,0,1,0,0,0,0,0,0
1024.jpg,0,0,0,0,0,0,1,0,0
1025.jpg,0,1,0,0,0,0,0,0,0
1026.jpg,0,1,0,0,0,0,0,0,0
1027.jpg,0,0,0,0,0,0,1,0,0
1028.jpg,0,0,0,0,0,0,0,0,0
1029.jpg,0,1,0,0,0,0,0,0,0
1030.jpg,0,1,0,0,0,0,0,0,0
1031.jpg,0,1,0,0,0,0,0,0,0
1032.jpg,0,0,1,0,0,0,1,0,0
1033.jpg,0,0,0,0,0,0,0,0,0
1034.jpg,0,0,0,0,0,0,0,0,0
1035.jpg,0,1,0,0,0,0,0,0,0
1036.jpg,0,0,0,0,0,0,0,0,0
1037.jpg,0,0,0,0,0,0,1,0,0
1038.jpg,0,0,0,0,0,0,1,0,0
1039.jpg,0,1,0,0,0,0,0,0,0
1040.jpg,0,0,1,0,0,0,0,0,0
1041.jpg,0,0,0,0,0,0,0,0,0
1042.jpg,0,0,0,0,0,0,0,1,0
1043.jpg,0,0,0,0,0,0,0,0,0
1044.jpg,0,0,0,0,0,0,0,0,0
1045.jpg,0,0,1,0,0,0,1,0,0
1046.jpg,0,0,0,0,0,0,0,0,0
1047.jpg,0,0,0,0,0,0,0,0,0
1048.jpg,0,0,0,0,0,0,0,1,0
1049.jpg,0,0,0,0,0,0,0,1,0
1050.jpg,0,0,1,0,0,0,0,0,0
1051.jpg,0,0,0,0,0,0,0,0,0
1052.jpg,0,0,0,0,0,0,0,1,0
1053.jpg,0,0,0,0,0,0,0,1,0
1054.jpg,1,0,0,0,0,0,0,0,0
1055.jpg,0,0,0,0,0,0,0,0,0
1056.jpg,0,1,0,0,0,0,0,0,0
1057.jpg,0,0,0,0,0,0,0,0,0
1058.jpg,0,1,1,0,0,0,0,0,0
1059.jpg,0,0,0,0,0,0,0,0,0
1060.jpg,0,0,0,0,0,0,0,0,0
1061.jpg,0,0,0,0,1,0,0,0,1
1062.jpg,1,0,0,0,0,0,0,0,0
1063.jpg,0,0,1,0,0,0,0,0,0
1064.jpg,0,0,0,0,0,0,0,1,0
1065.jpg,0,1,0,0,1,0,0,0,0
1066.jpg,0,0,0,0,0,0,0,1,0
1067.jpg,0,1,0,0,1,0,0,0,0
1068.jpg,0,0,0,0,0,0,0,1,0
1069.jpg,0,0,0,0,0,0,0,1,0
1070.jpg,0,0,1,0,0,0,0,0,0
1071.jpg,0,1,0,0,0,0,0,0,0
1072.jpg,0,0,0,0,0,0,0,0,0
1073.jpg,0,0,1,0,0,0,0,0,0
1074.jpg,0,1,1,0,0,0,0,0,0
1075.jpg,0,1,0,0,0,0,1,0,0
1076.jpg,0,0,0,0,1,0,0,0,0
1077.jpg,1,0,0,0,0,0,0,0,0
1078.jpg,0,0,0,0,0,0,0,0,1
1079.jpg,0,0,0,0,1,0,0,0,1
1080.jpg,0,0,0,0,1,0,0,0,0
1081.jpg,0,0,1,0,0,0,0,0,0
1082.jpg,0,0,0,0,0,0,0,0,1
1083.jpg,0,0,1,0,0,0,0,0,0
1084.jpg,0,0,0,0,0,0,0,0,0
1085.jpg,0,0,0,0,1,0,0,0,0
1086.jpg,0,0,0,1,0,0,0,0,0
1087.jpg,0,0,0,1,0,0,0,0,0
1088.jpg,0,0,1,0,0,0,0,0,0
1089.jpg,0,0,0,0,0,0,0,0,1
1090.jpg,1,0,0,0,0,0,0,0,0
1091.jpg,0,1,0,0,0,0,1,0,0
1092.jpg,0,0,0,0,0,0,0,1,0
1093.jpg,1,0,0,0,0,0,0,0,0
1094.jpg,1,0,0,0,0,0,1,0,0
1095.jpg,1,1,0,0,0,0,1,0,0
1096.jpg,1,0,0,0,0,0,1,0,0
1097.jpg,0,0,0,0,0,0,0,0,0
1098.jpg,0,0,0,0,0,0,0,0,0
1099.jpg,1,0,0,0,0,0,0,0,0
1100.jpg,0,0,0,0,0,0,1,0,0
1101.jpg,0,0,0,0,1,0,0,0,1
1102.jpg,0,0,0,0,0,0,0,1,0
1103.jpg,1,0,0,0,0,0,0,0,0
1104.jpg,0,0,0,0,0,0,0,1,0
1105.jpg,0,0,1,0,0,0,0,0,0
1106.jpg,0,1,1,0,0,0,1,0,0
1107.jpg,0,0,0,0,0,0,0,1,0
1108.jpg,1,0,0,0,0,0,0,0,0
1109.jpg,0,1,0,0,0,0,0,0,0
1110.jpg,0,0,0,0,0,0,0,0,0
1111.jpg,0,0,0,0,0,0,0,0,0
1112.jpg,0,0,0,0,0,0,0,0,0
